Date,Quarter,Month,Frequency,Day of Week,trip_duration_seconds,Distance,Ave_duration,Ave_disdance
2017-11-17,4,November,3126,Fri,2310874,74252.0,739.2431222008958,23.753039027511196
2017-11-18,4,November,1249,Sat,1100124,118095.0,880.8038430744596,94.55164131305044
2017-11-19,4,November,1684,Sun,1187844,72994.0,705.3705463182898,43.34560570071259
2017-11-20,4,November,3173,Mon,2342103,120050.0,738.1352032776553,37.8348566025843
2017-11-21,4,November,3677,Tue,2928525,83501.0,796.4441120478651,22.709001903725863
2017-11-22,4,November,3166,Wed,2035683,80752.0,642.9826279216677,25.50600126342388
2017-11-23,4,November,3219,Thu,2057856,78732.0,639.2842497670084,24.45852749301025
2017-11-24,4,November,3531,Fri,2502994,132807.0,708.862645143019,37.611724723874254
2017-11-25,4,November,2131,Sat,1590892,106621.0,746.547160957297,50.033317691224774
2017-11-26,4,November,1618,Sun,1069605,84077.0,661.0661310259579,51.96353522867738
2017-11-27,4,November,3092,Mon,2042225,123788.0,660.4867399741267,40.034928848641655
2017-11-28,4,November,3867,Tue,2756840,131824.0,712.9144039306956,34.08947504525472
2017-11-29,4,November,3475,Wed,2283283,105307.0,657.0598561151079,30.304172661870503
2017-11-30,4,November,3004,Thu,1955714,73471.0,651.0366178428761,24.457723035952064
2017-12-01,4,December,3303,Fri,2821483,112033.0,854.2182864062974,33.91855888586134
2017-12-02,4,December,2140,Sat,1912113,138761.0,893.5107476635515,64.84158878504672
2017-12-03,4,December,2023,Sun,1635931,103223.0,808.6658428077113,51.02471576866041
2017-12-04,4,December,3186,Mon,2247066,91053.0,705.2937853107345,28.57909604519774
2017-12-05,4,December,2852,Tue,2004649,80718.0,702.8923562412342,28.302244039270686
2017-12-06,4,December,2865,Wed,1764874,73710.0,616.011867364747,25.727748691099478
2017-12-07,4,December,2807,Thu,1729608,100377.0,616.1767011043819,35.75952974706092
2017-12-08,4,December,2501,Fri,1694230,61971.0,677.4210315873651,24.778488604558177
2017-12-09,4,December,1617,Sat,1039412,89141.0,642.8027210884354,55.1273964131107
2017-12-10,4,December,1173,Sun,701264,70746.0,597.8380221653879,60.312020460358056
2017-12-11,4,December,1694,Mon,1153788,25926.0,681.1027154663518,15.304604486422669
2017-12-12,4,December,1116,Tue,805291,13290.0,721.586917562724,11.908602150537634
2017-12-13,4,December,1400,Wed,892589,23823.0,637.5635714285714,17.01642857142857
2017-12-14,4,December,1510,Thu,945732,51648.0,626.312582781457,34.203973509933775
2017-12-15,4,December,1308,Fri,869499,43453.0,664.7545871559633,33.22094801223242
2017-12-16,4,December,838,Sat,523749,17800.0,624.9988066825775,21.241050119331742
2017-12-17,4,December,636,Sun,342810,21741.0,539.0094339622641,34.18396226415094
2017-12-18,4,December,1254,Mon,791718,37282.0,631.3540669856459,29.730462519936204
2017-12-19,4,December,2409,Tue,1552777,53977.0,644.5732669157327,22.40639269406393
2017-12-20,4,December,2244,Wed,1428893,72457.0,636.7615864527629,32.28921568627451
2017-12-21,4,December,1963,Thu,1430344,47044.0,728.6520631686194,23.965359144167092
2017-12-22,4,December,544,Fri,374694,3792.0,688.7757352941177,6.970588235294118
2017-12-23,4,December,349,Sat,244836,4808.0,701.5358166189112,13.776504297994268
2017-12-24,4,December,325,Sun,204999,16671.0,630.7661538461539,51.29538461538461
2017-12-25,4,December,88,Mon,68740,3821.0,781.1363636363636,43.42045454545455
2017-12-26,4,December,208,Tue,140872,9124.0,677.2692307692307,43.86538461538461
2017-12-27,4,December,506,Wed,338002,10476.0,667.9881422924901,20.703557312252965
2017-12-28,4,December,499,Thu,324085,12391.0,649.4689378757515,24.831663326653306
2017-12-29,4,December,351,Fri,217781,2758.0,620.4586894586895,7.8575498575498575
2017-12-30,4,December,336,Sat,210003,1915.0,625.0089285714286,5.699404761904762
2017-12-31,4,December,297,Sun,159963,0.0,538.5959595959596,0.0
